codigo,equipo,slot,jugador_tipo,tier,estado,repetidas,notas,posicion,club,nacimiento,altura,peso,conf_bio,orden_album,pagina,fecha_estado
KOR10,Corea del Sur,10,Lee Jae-sung,base,pegada,1,,MED,Mainz 05 (GER),10-08-1992,1.79,,high,3,12-13,2026-06-16
KOR11,Corea del Sur,11,Hwang In-beom,base,pegada,0,,MED,Feyenoord (NED),20-09-1996,1.77,,high,3,12-13,2026-06-12
KOR12,Corea del Sur,12,Lee Kang-in,base,pegada,0,,MED,Paris Saint-Germain (FRA),19-02-2001,1.73,68,high,3,12-13,2026-06-09
KOR13,Corea del Sur,13,Foto equipo,base,falta,0,,,,,,,,3,12-13,
KOR14,Corea del Sur,14,Paik Seung-ho,base,falta,0,,MED,Birmingham City (ENG),17-03-1997,1.82,,high,3,12-13,
KOR15,Corea del Sur,15,Jens Castrop,base,pegada,0,,MED,Borussia Monchengladbach (GER),29-07-2003,1.83,,high,3,12-13,2026-06-14
KOR16,Corea del Sur,16,Lee Dong-gyeong,base,pegada,1,,MED,Ulsan HD (KOR),20-09-1997,1.76,,high,3,12-13,2026-06-13
KOR17,Corea del Sur,17,Cho Gue-sung,base,pegada,0,,DEL,FC Midtjylland (DEN),25-01-1998,1.88,,high,3,12-13,2026-06-09
KOR18,Corea del Sur,18,Son Heung-min,T3,falta,0,,DEL,Los Angeles FC (USA),08-07-1992,1.83,78,high,3,12-13,
KOR19,Corea del Sur,19,Hwang Hee-chan,base,pegada,0,,DEL,Wolverhampton Wanderers (ENG),26-01-1996,1.77,,high,3,12-13,2026-06-14
KOR20,Corea del Sur,20,Oh Hyeon-gyu,base,pegada,1,,DEL,Besiktas (TUR),12-04-2001,1.88,,high,3,12-13,2026-06-13
ESP1,Espana,1,Escudo (foil),T2,falta,0,escudo foil,,,,,,,29,66-67,
ESP2,Espana,2,Unai Simón,base,falta,0,,POR,Athletic Bilbao (ESP),11-06-1997,1.90,85,high,29,66-67,
ESP3,Espana,3,Robin Le Normand,base,pegada,0,,DEF,Atletico Madrid (ESP),11-11-1996,1.87,,high,29,66-67,2026-06-09
ESP4,Espana,4,Aymeric Laporte,base,pegada,2,,DEF,Athletic Bilbao (ESP),27-05-1994,1.89,86,high,29,66-67,2026-06-13
ESP5,Espana,5,Dean Huijsen,base,pegada,0,,DEF,Real Madrid (ESP),14-04-2005,1.96,,high,29,66-67,
ESP6,Espana,6,Pedro Porro,base,falta,0,,DEF,Tottenham Hotspur (ENG),13-09-1999,1.73,,high,29,66-67,
ESP7,Espana,7,Dani Carvajal,base,falta,0,,DEF,Real Madrid (ESP),11-01-1992,1.73,73,high,29,66-67,
ESP8,Espana,8,Marc Cucurella,base,pegada,2,,DEF,Chelsea (ENG),22-07-1998,1.72,66,high,29,66-67,2026-06-13
ESP9,Espana,9,Martín Zubimendi,base,pegada,0,,MED,Arsenal (ENG),02-02-1999,1.81,,high,29,66-67,2026-06-12
ESP10,Espana,10,Rodri,base,tengo,0,,MED,Manchester City (ENG),22-06-1996,1.91,82,high,29,66-67,2026-06-15
ESP11,Espana,11,Pedri,base,pegada,0,,MED,FC Barcelona (ESP),25-11-2002,1.74,60,high,29,66-67,2026-06-12
ESP12,Espana,12,Fabián Ruiz,base,falta,0,,MED,Paris Saint-Germain (FRA),03-04-1996,1.89,,high,29,66-67,
ESP13,Espana,13,Foto equipo,base,pegada,0,,,,,,,,29,66-67,2026-06-09
ESP14,Espana,14,Mikel Merino,base,falta,0,,MED,Arsenal (ENG),22-06-1996,1.88,,high,29,66-67,
ESP15,Espana,15,Lamine Yamal,T3,falta,0,,DEL,FC Barcelona (ESP),13-07-2007,1.80,,high,29,66-67,
ESP16,Espana,16,Dani Olmo,base,pegada,0,,DEL,FC Barcelona (ESP),07-05-1998,1.79,,high,29,66-67,
ESP17,Espana,17,Nico Williams,base,falta,0,,DEL,Athletic Bilbao (ESP),12-07-2002,1.81,,high,29,66-67,
ESP18,Espana,18,Ferran Torres,base,pegada,0,,DEL,FC Barcelona (ESP),29-02-2000,1.84,,high,29,66-67,
ESP19,Espana,19,Álvaro Morata,base,falta,0,,DEL,Como 1907 (ITA),23-10-1992,1.90,84,high,29,66-67,
ESP20,Espana,20,Mikel Oyarzabal,base,pegada,0,,DEL,Real Sociedad (ESP),21-04-1997,1.81,,high,29,66-67,
SWE1,Suecia,1,Escudo (foil),T2,pegada,0,escudo foil,,,,,,,23,52-53,2026-06-09
SWE2,Suecia,2,Victor Johansson,base,pegada,1,,POR,Stoke City (ENG),14-09-1998,1.87,,high,23,52-53,2026-06-07
SWE3,Suecia,3,Isak Hien,base,pegada,1,,DEF,Atalanta (ITA),13-01-1999,1.89,,high,23,52-53,2026-06-13
SWE4,Suecia,4,Gabriel Gudmundsson,base,pegada,1,,DEF,VfB Stuttgart (GER),29-04-1999,1.81,,med,23,52-53,2026-06-13
SWE5,Suecia,5,Emil Holm,base,pegada,1,,DEF,Juventus (ITA),13-05-2000,1.91,,high,23,52-53,2026-06-13
SWE6,Suecia,6,Victor Nilsson Lindelöf,base,pegada,1,,DEF,Aston Villa (ENG),17-07-1994,1.87,,med,23,52-53,2026-06-07
SWE7,Suecia,7,Gustaf Lagerbielke,base,pegada,1,,DEF,SC Braga (POR),10-04-2000,1.93,,high,23,52-53,2026-06-13
SWE8,Suecia,8,Lucas Bergvall,base,pegada,0,,MED,Tottenham Hotspur (ENG),02-02-2006,1.85,,high,23,52-53,2026-06-13
SWE9,Suecia,9,Hugo Larsson,base,falta,0,,MED,Eintracht Frankfurt (GER),27-06-2004,1.83,,high,23,52-53,
SWE10,Suecia,10,Jesper Karlström,base,pegada,1,,MED,Lech Poznan (POL),21-06-1995,1.81,,med,23,52-53,2026-06-10
SWE11,Suecia,11,Yasin Ayari,base,pegada,0,,MED,Brighton Hove Albion (ENG),06-10-2003,1.72,,high,23,52-53,2026-06-10
SWE12,Suecia,12,Mattias Svanberg,base,pegada,0,,MED,VfL Wolfsburg (GER),05-01-1999,1.82,,high,23,52-53,2026-06-13
SWE13,Suecia,13,Foto equipo,base,falta,0,,,,,,,,23,52-53,
SWE14,Suecia,14,Daniel Svensson,base,falta,0,,DEF,Borussia Dortmund (GER),12-02-2002,1.83,,high,23,52-53,
SWE15,Suecia,15,Ken Sema,base,pegada,0,,MED,Watford (ENG),30-09-1993,1.86,,high,23,52-53,2026-06-10
SWE16,Suecia,16,Roony Bardghji,base,pegada,0,,DEL,FC Barcelona (ESP),15-11-2005,1.73,,high,23,52-53,2026-06-10
SWE17,Suecia,17,Dejan Kulusevski,base,pegada,1,,MED,Tottenham Hotspur (ENG),25-04-2000,1.86,,high,23,52-53,2026-06-13
SWE18,Suecia,18,Anthony Elanga,base,falta,0,,DEL,Newcastle United (ENG),27-04-2002,1.78,,high,23,52-53,
SWE19,Suecia,19,Alexander Isak,base,falta,0,,DEL,Liverpool (ENG),21-09-1999,1.92,,high,23,52-53,
SWE20,Suecia,20,Viktor Gyökeres,base,pegada,0,,DEL,Arsenal (ENG),04-06-1998,1.87,,high,23,52-53,2026-06-14
SUI1,Suiza,1,Escudo (foil),T2,falta,0,escudo foil,,,,,,,8,22-23,
SUI2,Suiza,2,Gregor Kobel,base,falta,0,,POR,Borussia Dortmund (GER),06-12-1997,1.94,90,high,8,22-23,
SUI3,Suiza,3,Yvon Mvogo,base,pegada,1,,POR,FC Lorient (FRA),06-06-1994,1.88,82,med,8,22-23,2026-06-13
SUI4,Suiza,4,Manuel Akanji,base,falta,0,,DEF,Inter Milan (ITA),19-07-1995,1.87,91,high,8,22-23,
SUI5,Suiza,5,Ricardo Rodríguez,base,pegada,1,,DEF,Real Betis (ESP),25-08-1992,1.80,78,high,8,22-23,2026-06-12
SUI6,Suiza,6,Nico Elvedi,base,falta,0,,DEF,Borussia Monchengladbach (GER),30-09-1996,1.89,80,high,8,22-23,
SUI7,Suiza,7,Aurèle Amenda,base,pegada,1,,DEF,Eintracht Frankfurt (GER),31-07-2003,1.94,84,med,8,22-23,2026-06-13
SUI8,Suiza,8,Silvan Widmer,base,pegada,2,,DEF,FSV Mainz 05 (GER),05-03-1993,1.81,75,high,8,22-23,2026-06-13
SUI9,Suiza,9,Granit Xhaka,base,pegada,0,,MED,Bayer Leverkusen (GER),27-09-1992,1.85,82,high,8,22-23,2026-06-12
SUI10,Suiza,10,Denis Zakaria,base,pegada,0,,MED,AS Monaco (FRA),20-11-1996,1.91,81,high,8,22-23,
SUI11,Suiza,11,Remo Freuler,base,pegada,0,,MED,Bologna (ITA),15-04-1992,1.80,73,high,8,22-23,2026-06-12
SUI12,Suiza,12,Fabian Rieder,base,pegada,2,,MED,Stade Rennais (FRA),16-02-2002,1.83,73,high,8,22-23,2026-06-13
SUI13,Suiza,13,Foto equipo,base,pegada,1,,,,,,,,8,22-23,2026-06-13
SUI14,Suiza,14,Ardon Jashari,base,pegada,0,,MED,AC Milan (ITA),30-07-2002,1.83,76,high,8,22-23,2026-06-12
SUI15,Suiza,15,Johan Manzambi,base,pegada,0,,MED,SC Freiburg (GER),14-10-2005,1.82,75,high,8,22-23,
SUI16,Suiza,16,Michel Aebischer,base,pegada,1,,MED,Bologna (ITA),06-01-1997,1.83,76,high,8,22-23,2026-06-12
SUI17,Suiza,17,Breel Embolo,base,pegada,1,,DEL,AS Monaco (FRA),14-02-1997,1.87,85,high,8,22-23,2026-06-13
SUI18,Suiza,18,Rubén Vargas,base,pegada,0,,DEL,Sevilla (ESP),05-08-1998,1.79,72,high,8,22-23,
SUI19,Suiza,19,Dan Ndoye,base,pegada,0,,DEL,Nottingham Forest (ENG),25-10-2000,1.83,78,high,8,22-23,2026-06-16
SUI20,Suiza,20,Zeki Amdouni,base,falta,0,,DEL,Benfica (POR),04-12-2000,1.84,76,med,8,22-23,
TUN1,Tunez,1,Escudo (foil),T2,pegada,0,escudo foil,,,,,,,24,54-55,2026-06-12
TUN2,Tunez,2,Bechir Ben Saïd,base,pegada,1,,POR,Esperance de Tunis (TUN),29-11-1992,1.94,88,high,24,54-55,2026-06-13
TUN3,Tunez,3,Aymen Dahmen,base,tengo,0,,POR,CS Sfaxien (TUN),28-01-1997,1.88,83,high,24,54-55,2026-06-17
TUN4,Tunez,4,Yan Valery,base,perdida,0,,DEF,Young Boys (SUI),22-02-1999,1.85,76,high,24,54-55,2026-06-06
TUN5,Tunez,5,Montassar Talbi,base,falta,0,,DEF,FC Lorient (FRA),26-05-1998,1.90,83,high,24,54-55,
TUN6,Tunez,6,Yassine Meriah,base,pegada,0,,DEF,Esperance de Tunis (TUN),02-07-1993,1.88,81,high,24,54-55,2026-06-13
TUN7,Tunez,7,Ali Abdi,base,tengo,0,,DEF,OGC Nice (FRA),20-12-1993,1.81,74,high,24,54-55,2026-06-17
TUN8,Tunez,8,Dylan Bronn,base,pegada,0,,DEF,Servette FC (SUI),19-06-1995,1.85,76,high,24,54-55,2026-06-16
TUN9,Tunez,9,Ellyes Skhiri,base,falta,0,,MED,Eintracht Frankfurt (GER),10-05-1995,1.85,76,high,24,54-55,
TUN10,Tunez,10,Aïssa Laïdouni,base,pegada,2,,MED,Al Wakrah (QAT),13-12-1996,1.83,83,high,24,54-55,2026-06-13
TUN11,Tunez,11,Ferjani Sassi,base,pegada,0,,MED,Al-Gharafa (QAT),18-03-1992,1.86,80,med,24,54-55,2026-06-16
TUN12,Tunez,12,Mohamed Ali Ben Romdhane,base,tengo,0,,MED,Al Ahly (EGY),06-09-1999,1.85,74,high,24,54-55,2026-06-15
TUN13,Tunez,13,Foto equipo,base,pegada,0,,,,,,,,24,54-55,2026-06-10
TUN14,Tunez,14,Hannibal Mejbri,base,pegada,0,,MED,Burnley (ENG),21-01-2003,1.83,73,high,24,54-55,2026-06-13
TUN15,Tunez,15,Elias Achouri,base,pegada,1,,MED,FC Copenhagen (DEN),10-02-1999,1.77,70,high,24,54-55,2026-06-13
TUN16,Tunez,16,Elias Saad,base,falta,0,,DEL,FC Augsburg (GER),27-12-1999,1.85,76,high,24,54-55,
TUN17,Tunez,17,Hazem Mastouri,base,tengo,0,,DEL,Dynamo Makhachkala (RUS),18-06-1997,1.91,82,med,24,54-55,2026-06-15
TUN18,Tunez,18,Ismael Gharbi,base,pegada,1,,MED,FC Augsburg (GER),10-04-2004,1.73,66,high,24,54-55,2026-06-13
TUN19,Tunez,19,Sayfallah Ltaief,base,pegada,0,,MED,Greuther Furth (GER),22-04-2000,1.78,77,high,24,54-55,2026-06-13
TUN20,Tunez,20,Naïm Sliti,base,pegada,0,,DEL,Al Shamal (QAT),27-07-1992,1.73,75,high,24,54-55,2026-06-10
TUR1,Turquia,1,Escudo (foil),T2,pegada,0,escudo foil,,,,,,,16,38-39,2026-06-09
TUR2,Turquia,2,Uğurcan Çakır,base,pegada,0,,POR,Galatasaray (TUR),05-04-1996,1.91,86,high,16,38-39,2026-06-13
TUR3,Turquia,3,Mert Müldür,base,falta,0,,DEF,Fenerbahce (TUR),03-04-1999,1.84,73,high,16,38-39,
TUR4,Turquia,4,Zeki Çelik,base,falta,0,,DEF,AS Roma (ITA),17-02-1997,1.80,72,high,16,38-39,
TUR5,Turquia,5,Abdülkerim Bardakcı,base,pegada,0,,DEF,Galatasaray (TUR),07-09-1994,1.85,81,high,16,38-39,2026-06-13
TUR6,Turquia,6,Çağlar Söyüncü,base,pegada,0,,DEF,Fenerbahce (TUR),23-05-1996,1.87,80,high,16,38-39,2026-06-13
TUR7,Turquia,7,Merih Demiral,base,falta,0,,DEF,Al-Ahli (KSA),05-03-1998,1.92,87,high,16,38-39,
TUR8,Turquia,8,Ferdi Kadıoğlu,base,falta,0,,DEF,Brighton (ENG),07-10-1999,1.78,68,high,16,38-39,
TUR9,Turquia,9,Kaan Ayhan,base,pegada,0,,DEF,Galatasaray (TUR),10-11-1994,1.85,78,high,16,38-39,2026-06-14
TUR10,Turquia,10,İsmail Yüksek,base,tengo,0,,MED,Fenerbahce (TUR),26-01-1999,1.83,77,high,16,38-39,2026-06-17
TUR11,Turquia,11,Hakan Çalhanoğlu,base,pegada,0,,MED,Inter Milan (ITA),08-02-1994,1.78,77,high,16,38-39,2026-06-09
TUR12,Turquia,12,Orkun Kökçü,base,pegada,0,,MED,Benfica (POR),29-12-2000,1.76,70,high,16,38-39,2026-06-14
TUR13,Turquia,13,Foto equipo,base,falta,0,,,,,,,,16,38-39,
TUR14,Turquia,14,Arda Güler,base,pegada,0,,MED,Real Madrid (ESP),25-02-2005,1.76,68,high,16,38-39,2026-06-13
TUR15,Turquia,15,İrfan Can Kahveci,base,pegada,1,,MED,Fenerbahce (TUR),15-07-1995,1.76,72,high,16,38-39,2026-06-13
TUR16,Turquia,16,Yunus Akgün,base,pegada,0,,DEL,Galatasaray (TUR),07-07-2000,1.77,70,high,16,38-39,2026-06-09
TUR17,Turquia,17,Can Uzun,base,pegada,0,,DEL,Eintracht Frankfurt (GER),11-11-2005,1.86,67,high,16,38-39,2026-06-09
TUR18,Turquia,18,Barış Alper Yılmaz,base,pegada,1,,DEL,Galatasaray (TUR),23-05-2000,1.86,78,high,16,38-39,2026-06-13
TUR19,Turquia,19,Kerem Aktürkoğlu,base,pegada,1,,DEL,Fenerbahce (TUR),21-10-1998,1.78,72,high,16,38-39,2026-06-13
TUR20,Turquia,20,Kenan Yıldız,base,pegada,0,,DEL,Juventus (ITA),04-05-2005,1.85,70,high,16,38-39,2026-06-14
URU1,Uruguay,1,Escudo (foil),T2,pegada,0,escudo foil,,,,,,,32,72-73,2026-06-10
URU2,Uruguay,2,Sergio Rochet,base,falta,0,,POR,Internacional (BRA),23-03-1993,1.88,82,high,32,72-73,
URU3,Uruguay,3,Santiago Mele,base,pegada,0,,POR,Monterrey (MEX),06-09-1997,1.85,69,high,32,72-73,2026-06-16
URU4,Uruguay,4,Ronald Araújo,base,pegada,0,,DEF,FC Barcelona (ESP),07-03-1999,1.88,79,high,32,72-73,2026-06-13
URU5,Uruguay,5,José María Giménez,base,pegada,1,,DEF,Atletico Madrid (ESP),20-01-1995,1.85,78,high,32,72-73,2026-06-12
URU6,Uruguay,6,Sebastián Cáceres,base,pegada,0,,DEF,Club America (MEX),18-08-1999,1.82,77,high,32,72-73,2026-06-12
URU7,Uruguay,7,Mathías Olivera,base,falta,0,,DEF,Napoli (ITA),31-10-1997,1.84,76,high,32,72-73,
URU8,Uruguay,8,Guillermo Varela,base,pegada,2,,DEF,Flamengo (BRA),24-03-1993,1.74,70,high,32,72-73,2026-06-13
URU9,Uruguay,9,Nahitan Nández,base,pegada,0,,MED,Boca Juniors (ARG),28-12-1995,1.74,71,high,32,72-73,2026-06-10
URU10,Uruguay,10,Federico Valverde,base,tengo,0,,MED,Real Madrid (ESP),22-07-1998,1.82,78,high,32,72-73,2026-06-15
URU11,Uruguay,11,Giorgian De Arrascaeta,base,falta,0,,MED,Flamengo (BRA),01-06-1994,1.74,70,high,32,72-73,
URU12,Uruguay,12,Rodrigo Bentancur,base,pegada,0,,MED,Tottenham Hotspur (ENG),25-06-1997,1.87,82,high,32,72-73,2026-06-13
URU13,Uruguay,13,Foto equipo,base,falta,0,,,,,,,,32,72-73,
URU14,Uruguay,14,Manuel Ugarte,base,pegada,1,,MED,Manchester United (ENG),11-04-2001,1.82,73,high,32,72-73,2026-06-12
URU15,Uruguay,15,Nicolás de la Cruz,base,pegada,0,,MED,Flamengo (BRA),01-06-1997,1.69,68,high,32,72-73,2026-06-16
URU16,Uruguay,16,Maxi Araújo,base,pegada,1,,DEF,Sporting CP (POR),15-02-2000,1.79,73,high,32,72-73,2026-06-12
URU17,Uruguay,17,Darwin Núñez,base,pegada,1,,DEL,Al-Hilal (KSA),24-06-1999,1.87,81,high,32,72-73,2026-06-13
URU18,Uruguay,18,Federico Viñas,base,pegada,0,,DEL,Club Leon (MEX),30-06-1998,1.80,79,med,32,72-73,2026-06-12
URU19,Uruguay,19,Rodrigo Aguirre,base,tengo,0,,DEL,Tigres UANL (MEX),01-10-1994,1.86,75,high,32,72-73,2026-06-17
URU20,Uruguay,20,Facundo Pellistri,base,pegada,1,,DEL,Panathinaikos (GRE),20-12-2001,1.74,68,high,32,72-73,2026-06-12
USA1,Estados Unidos,1,Escudo (foil),T2,pegada,0,escudo foil,,,,,,,13,32-33,2026-06-13
USA2,Estados Unidos,2,Matt Freese,base,perdida,0,,POR,New York City FC (USA),02-09-1998,1.91,87,high,13,32-33,2026-06-06
USA3,Estados Unidos,3,Chris Richards,base,falta,0,,DEF,Crystal Palace (ENG),28-03-2000,1.87,78,high,13,32-33,
USA4,Estados Unidos,4,Tim Ream,base,falta,0,,DEF,Charlotte FC (USA),05-10-1987,1.85,78,high,13,32-33,
USA5,Estados Unidos,5,Mark McKenzie,base,falta,0,,DEF,Toulouse (FRA),25-02-1999,1.83,79,high,13,32-33,
USA6,Estados Unidos,6,Alex Freeman,base,pegada,0,,DEF,Villarreal (ESP),09-08-2004,1.88,82,high,13,32-33,
USA7,Estados Unidos,7,Antonee Robinson,base,falta,0,,DEF,Fulham (ENG),08-08-1997,1.83,73,high,13,32-33,
USA8,Estados Unidos,8,Tyler Adams,base,falta,0,,MED,Bournemouth (ENG),14-02-1999,1.75,72,high,13,32-33,
USA9,Estados Unidos,9,Tanner Tessmann,base,falta,0,,MED,Lyon (FRA),24-09-2001,1.88,83,high,13,32-33,
USA10,Estados Unidos,10,Weston McKennie,base,pegada,0,,MED,Juventus (ITA),28-08-1998,1.85,78,high,13,32-33,
USA11,Estados Unidos,11,Christian Roldan,base,falta,0,,MED,Seattle Sounders (USA),03-06-1995,1.73,75,high,13,32-33,
USA12,Estados Unidos,12,Timothy Weah,base,falta,0,,DEL,Juventus (ITA),22-02-2000,1.84,78,high,13,32-33,
USA13,Estados Unidos,13,Foto equipo,base,falta,0,,,,,,,,13,32-33,
USA14,Estados Unidos,14,Diego Luna,base,pegada,0,,MED,Real Salt Lake (USA),07-09-2003,1.73,68,med,13,32-33,2026-06-14
USA15,Estados Unidos,15,Malik Tillman,base,pegada,0,,MED,Bayer Leverkusen (GER),28-05-2002,1.85,75,high,13,32-33,2026-06-14
USA16,Estados Unidos,16,Christian Pulisic,base,pegada,1,,DEL,AC Milan (ITA),18-09-1998,1.77,72,high,13,32-33,2026-06-12
USA17,Estados Unidos,17,Brenden Aaronson,base,pegada,1,,MED,Leeds United (ENG),22-10-2000,1.78,68,high,13,32-33,2026-06-14
USA18,Estados Unidos,18,Ricardo Pepi,base,pegada,1,,DEL,PSV Eindhoven (NED),09-01-2003,1.85,77,high,13,32-33,2026-06-12
USA19,Estados Unidos,19,Haji Wright,base,pegada,0,,DEL,Coventry City (ENG),27-03-1998,1.93,79,high,13,32-33,2026-06-14
USA20,Estados Unidos,20,Folarin Balogun,base,pegada,0,,DEL,AS Monaco (FRA),03-07-2001,1.79,73,high,13,32-33,2026-06-12
UZB1,Uzbekistan,1,Escudo (foil),T2,pegada,2,escudo foil,,,,,,,43,94-95,2026-06-13
UZB2,Uzbekistan,2,Utkir Yusupov,base,pegada,1,,POR,Navbahor Namangan (UZB),04-01-1991,,,low,43,94-95,2026-06-14
UZB3,Uzbekistan,3,Farrukh Sayfiev,base,pegada,0,,DEF,Neftchi Fergana (UZB),17-01-1991,1.83,74,high,43,94-95,2026-06-12
UZB4,Uzbekistan,4,Sherzod Nasrullaev,base,falta,0,,DEF,Pakhtakor (UZB),23-07-1998,1.81,73,high,43,94-95,
UZB5,Uzbekistan,5,Umar Eshmurodov,base,tengo,0,,DEF,Nasaf Qarshi (UZB),30-11-1992,1.85,75,high,43,94-95,2026-06-17
UZB6,Uzbekistan,6,Husniddin Aliqulov,base,pegada,1,,DEF,Caykur Rizespor (TUR),04-04-1999,1.86,,med,43,94-95,2026-06-13
UZB7,Uzbekistan,7,Rustamjon Ashurmatov,base,pegada,0,,DEF,Esteghlal (IRN),07-07-1996,1.86,85,high,43,94-95,2026-06-13
UZB8,Uzbekistan,8,Khojiakbar Alijonov,base,falta,0,,DEF,Pakhtakor (UZB),19-04-1997,1.80,68,high,43,94-95,
UZB9,Uzbekistan,9,Abdukodir Khusanov,base,falta,0,,DEF,Manchester City (ENG),29-02-2004,1.86,84,high,43,94-95,
UZB10,Uzbekistan,10,Odiljon Hamrobekov,base,pegada,1,,MED,Tractor (IRN),13-02-1996,1.80,80,high,43,94-95,2026-06-14
UZB11,Uzbekistan,11,Otabek Shukurov,base,pegada,0,,MED,Baniyas (UAE),22-06-1996,1.83,,med,43,94-95,2026-06-13
UZB12,Uzbekistan,12,Jamshid Iskanderov,base,falta,0,,MED,Neftchi Fergana (UZB),16-10-1993,1.71,63,high,43,94-95,
UZB13,Uzbekistan,13,Foto equipo,base,pegada,1,,,,,,,,43,94-95,2026-06-13
UZB14,Uzbekistan,14,Azizbek Turgunboev,base,falta,0,,DEL,Pakhtakor (UZB),01-10-1994,1.73,72,high,43,94-95,
UZB15,Uzbekistan,15,Khojimat Erkinov,base,pegada,1,,MED,Pakhtakor (UZB),29-05-2001,1.71,69,high,43,94-95,2026-06-14
UZB16,Uzbekistan,16,Eldor Shomurodov,base,pegada,0,,DEL,Istanbul Basaksehir (TUR),29-06-1995,1.90,71,high,43,94-95,2026-06-13
UZB17,Uzbekistan,17,Oston Urunov,base,perdida,0,,DEL,Persepolis (IRN),19-12-2000,1.81,,med,43,94-95,2026-06-06
UZB18,Uzbekistan,18,Jaloliddin Masharipov,base,pegada,0,,DEL,Esteghlal (IRN),01-09-1993,1.72,,med,43,94-95,2026-06-13
UZB19,Uzbekistan,19,Igor Sergeev,base,pegada,0,,DEL,Persepolis (IRN),30-04-1993,1.86,76,high,43,94-95,2026-06-07
UZB20,Uzbekistan,20,Abbosbek Fayzullaev,base,pegada,0,,MED,Istanbul Basaksehir (TUR),03-10-2003,1.70,59,med,43,94-95,2026-06-16
